track_name,artist_names,mood,valence,energy,danceability,tempo
Drew Barrymore,Bryce Vine,calm,0.261,0.574,0.758,151.985
So Far Away (feat. Jamie Scott & Romy Dya),"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",calm,0.13,0.52,0.526,149.119
Lock On Me (with Travis Scott & Future),"Metro Boomin, Travis Scott, Future",sad,0.169,0.497,0.746,93.971
Doin' Time,Lana Del Rey,calm,0.523,0.559,0.641,144.982
Alarm,Anne-Marie,calm,0.811,0.589,0.756,146.928
Righteous,Juice WRLD,calm,0.223,0.622,0.707,142.942
The Weekend - Funk Wav Remix,"SZA, Calvin Harris, Funk Wav",calm,0.667,0.573,0.775,101.925
Thinkin’ Bout Me,Morgan Wallen,energetic,0.429,0.757,0.656,139.971
Coco Chanel,"Eladio Carrion, Bad Bunny",energetic,0.137,0.764,0.683,149.949
PILLOWTALK,ZAYN,calm,0.438,0.7,0.584,124.944
Please Me,"Cardi B, Bruno Mars",calm,0.65,0.57,0.747,133.992
Down Hill,Drake,calm,0.639,0.319,0.718,109.994
Diamonds (with Normani),"Megan Thee Stallion, Normani",energetic,0.488,0.753,0.785,94.012
Radio,Lana Del Rey,energetic,0.207,0.837,0.449,75.033
Project Dreams,"Marshmello, Roddy Ricch",happy,0.791,0.831,0.777,160.153
tolerate it,Taylor Swift,sad,0.221,0.361,0.316,74.952
For The Night (feat. Lil Baby & DaBaby),"Pop Smoke, Lil Baby, DaBaby",calm,0.347,0.586,0.823,125.971
2/Catorce,"Rauw Alejandro, Mr. Naisgai",calm,0.372,0.56,0.768,112.084
Once an Addict - Interlude,J. Cole,sad,0.138,0.473,0.623,84.066
GOODMORNINGTOKYO!,TOKYO’S REVENGE,calm,0.664,0.539,0.907,124.918
LOVE DIVE,IVE,energetic,0.538,0.709,0.703,117.941
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",happy,0.956,0.697,0.756,94.996
Made You Look,Meghan Trainor,calm,0.884,0.525,0.838,144.981
Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",calm,0.367,0.578,0.8,143.01
SNAP,Rosa Linn,calm,0.518,0.639,0.563,169.985
REINA,"Mora, SAIKO",calm,0.757,0.578,0.724,167.985
El Préstamo,Maluma,happy,0.777,0.735,0.794,94.017
No Sleep Leak,Lil Uzi Vert,happy,0.681,0.689,0.788,136.045
Mds,"Kawe, Mc Lele JP, Original Quality",calm,0.65,0.562,0.886,140.02
What About Us,P!nk,calm,0.193,0.588,0.491,113.608
Selfish,Justin Timberlake,calm,0.376,0.543,0.69,88.004
Don't Let Me Down,"The Chainsmokers, Daya",energetic,0.403,0.859,0.542,159.797
Burn,Juice WRLD,sad,0.0393,0.475,0.354,114.975
Jonestown (Interlude),Post Malone,sad,0.288,0.454,0.38,77.592
La Diabla,Xavi,happy,0.697,0.819,0.751,131.842
We Cry Together,"Kendrick Lamar, Taylour Paige",calm,0.504,0.68,0.648,106.89
Perreo en La Luna,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",happy,0.724,0.757,0.711,174.013
Si Tu Novio Te Deja Sola,"J Balvin, Bad Bunny",calm,0.535,0.461,0.716,121.99
F.N,Lil Tjay,calm,0.321,0.515,0.567,120.1
Sasuke,Lil Uzi Vert,sad,0.153,0.477,0.859,145.979
Auf & Ab,Montez,sad,0.316,0.425,0.714,99.034
Dreamer,Axwell /\ Ingrosso,happy,0.611,0.847,0.627,126.017
Alien,"Sabrina Carpenter, Jonas Blue",calm,0.567,0.659,0.72,105.955
masquerade,siouxxie sixxsta,happy,0.611,0.792,0.608,161.104
Marmalade (feat. Lil Yachty),"Macklemore, Lil Yachty",calm,0.494,0.583,0.922,136.043
Hurricane,Kanye West,calm,0.351,0.561,0.587,80.009
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",calm,0.925,0.522,0.755,89.96
A Million Dreams,"Ziv Zaifman, Hugh Jackman, Michelle Williams",sad,0.0998,0.312,0.265,54.747
Paradise,Bazzi,calm,0.591,0.644,0.844,122.061
boyfriend (with Social House),"Ariana Grande, Social House",happy,0.702,0.795,0.4,190.097
Enchule,Rauw Alejandro,calm,0.578,0.668,0.761,90.043
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",happy,0.706,0.948,0.654,158.054
Somebody’s Problem,Morgan Wallen,calm,0.625,0.54,0.657,136.97
Bounce Back,Big Sean,calm,0.273,0.575,0.78,81.502
Sober,Demi Lovato,sad,0.17,0.303,0.397,170.22
That’s How You Feel,Drake,sad,0.359,0.451,0.81,85.417
Bella - Remix,"Wolfine, Maluma",calm,0.87,0.476,0.917,93.987
Racks on Racks,Lil Pump,sad,0.0934,0.484,0.822,150.061
PLAYA DEL INGLÉS,"Quevedo, Myke Towers",happy,0.656,0.736,0.793,112.993
Favorito,Camilo,happy,0.823,0.851,0.611,178.032
Pope Is a Rockstar,SALES,sad,0.311,0.446,0.725,90.024
Yo Perreo Sola,Bad Bunny,energetic,0.453,0.758,0.86,97.014
Give Me Love,Ed Sheeran,sad,0.11,0.328,0.526,116.068
Wait (feat. A Boogie Wit da Hoodie),"Maroon 5, A Boogie Wit da Hoodie",calm,0.414,0.608,0.707,126.121
Tú Foto,Ozuna,calm,0.795,0.482,0.735,175.907
Normal,Feid,calm,0.541,0.56,0.709,170.082
Until I Found You,Stephen Sanchez,calm,0.227,0.508,0.539,101.358
One Minute (feat. Kanye West & Travis Barker),"XXXTENTACION, Kanye West, Travis Barker",happy,0.879,0.636,0.568,113.497
Guatemala - From Swaecation,"Rae Sremmurd, Swae Lee, Slim Jxmmi",calm,0.0778,0.699,0.849,100.989
Pineapple (feat. Gucci Mane & Quavo),"Ty Dolla $ign, Gucci Mane, Quavo",calm,0.338,0.555,0.964,130.017
Señorita,"Shawn Mendes, Camila Cabello",calm,0.75,0.54,0.759,116.947
Husn,Anuv Jain,sad,0.24,0.376,0.527,151.928
What Am I,Why Don't We,calm,0.368,0.647,0.614,163.862
Mamichula - con Nicki Nicole,"Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL",calm,0.346,0.678,0.696,91.985
Over Your Head,"Future, Lil Uzi Vert",energetic,0.35,0.742,0.773,148.949
Nonstop,Drake,calm,0.423,0.412,0.912,154.983
Know Your Worth,"Khalid, Disclosure",calm,0.508,0.694,0.79,103.007
Bad Blood,Taylor Swift,energetic,0.295,0.802,0.652,170.157
Sharks,Imagine Dragons,happy,0.901,0.642,0.927,123.969
When You're Gone,Shawn Mendes,calm,0.577,0.691,0.603,147.148
Golden Trunks,Arctic Monkeys,calm,0.0896,0.564,0.492,92.544
Instagram,"Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, NATTI NATASHA, Dimitri Vegas, Like Mike",happy,0.95,0.906,0.765,96.071
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",happy,0.677,0.652,0.926,132.957
SKRR,"KALIM, Ufo361",calm,0.584,0.649,0.803,125.038
Cover Me In Sunshine,"P!nk, Willow Sage Hart",calm,0.292,0.592,0.473,159.7
F.N,Lil Tjay,calm,0.322,0.502,0.562,120.104
La Boca,"Mau y Ricky, Camilo",happy,0.76,0.795,0.618,185.901
Light,"Big Sean, Jeremih",calm,0.176,0.611,0.505,85.944
Perfectly Wrong,Shawn Mendes,sad,0.311,0.311,0.465,93.373
range brothers (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",calm,0.141,0.582,0.667,121.972
Ya No Somos Ni Seremos,Christian Nodal,calm,0.734,0.452,0.588,139.953
Ch y la Pizza,"Fuerza Regida, Natanael Cano",happy,0.845,0.668,0.628,148.746
Shooting Stars,Bag Raiders,energetic,0.425,0.72,0.636,124.944
The Race,Tay-K,calm,0.481,0.556,0.788,80.012
In Your Eyes (with Doja Cat) - Remix,"The Weeknd, Doja Cat",happy,0.727,0.731,0.679,99.984
Paul - Skit,Paul Rosenberg,calm,0.561,0.335,0.636,161.68
El Apagón,Bad Bunny,calm,0.599,0.698,0.629,117.765
Stay Gold,BTS,calm,0.548,0.631,0.724,129.019
SLOW DANCING IN THE DARK,Joji,sad,0.284,0.479,0.515,88.964
Anti-Hero,Taylor Swift,calm,0.533,0.643,0.637,97.008
Summer Air,ItaloBrothers,energetic,0.491,0.751,0.755,102.002
The Explanation,XXXTENTACION,sad,0.313,0.113,0.597,81.311
La player (Bandolera),Zion & Lennox,happy,0.602,0.838,0.769,93.996
Moth To A Flame (with The Weeknd),"Swedish House Mafia, The Weeknd",calm,0.105,0.659,0.553,120.146
Pop Out (feat. Nardo Wick),"Lil Baby, Nardo Wick",calm,0.285,0.576,0.474,157.947
Dancing With The Devil,Demi Lovato,calm,0.149,0.64,0.413,75.245
Those Kinda Nights (feat. Ed Sheeran),"Eminem, Ed Sheeran",calm,0.393,0.637,0.794,103.868
Walk Em Down (feat. Roddy Ricch),"NLE Choppa, Roddy Ricch",happy,0.645,0.744,0.867,84.005
Travesuras - Remix,"Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie",energetic,0.473,0.788,0.739,175.996
Mask Off,Future,sad,0.281,0.434,0.833,150.062
Can I Be Him,James Arthur,calm,0.479,0.543,0.696,107.969
Blinding Lights,The Weeknd,energetic,0.334,0.73,0.514,171.005
Zu Ende,"Samra, ELIF",energetic,0.491,0.747,0.707,80.025
Best Part of Me (feat. YEBBA),"Ed Sheeran, Yebba",sad,0.239,0.243,0.565,81.655
GUMMO,6ix9ine,happy,0.685,0.778,0.691,78.496
Stop The Rain,Ed Sheeran,happy,0.743,0.765,0.686,99.998
You & Me (Coachella ver.),JENNIE,happy,0.625,0.652,0.749,111.945
Get Into It (Yuh),Doja Cat,happy,0.793,0.655,0.912,91.942
History,Olivia Holt,calm,0.502,0.63,0.76,100.977
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",happy,0.873,0.736,0.646,140.098
Honda Civic,"The Cratez, Bonez MC",energetic,0.346,0.782,0.704,93.35
hotline (edit),Billie Eilish,sad,0.304,0.254,0.516,56.829
Made For Me,Muni Long,sad,0.0569,0.47,0.785,120.006
Praise God,Kanye West,calm,0.212,0.545,0.798,118.029
Can You Feel My Heart,Bring Me The Horizon,energetic,0.354,0.859,0.15,170.527
What Lovers Do (feat. SZA),"Maroon 5, SZA",calm,0.419,0.597,0.799,110.001
everytime,Ariana Grande,happy,0.658,0.614,0.71,148.152
SLUT ME OUT,NLE Choppa,happy,0.706,0.606,0.938,121.108
"Cash Out (feat. ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M.)","Calvin Harris, ScHoolboy Q, PARTYNEXTDOOR, DRAM, Funk Wav",energetic,0.434,0.79,0.722,94.965
Calm Down (with Selena Gomez),"Rema, Selena Gomez",happy,0.802,0.806,0.801,106.999
A Different Way (with Lauv),"DJ Snake, Lauv",energetic,0.564,0.765,0.781,104.987
Lucid Dreams,Juice WRLD,calm,0.218,0.566,0.511,83.903
My Mind & Me,Selena Gomez,sad,0.244,0.389,0.6,143.577
Fetish (feat. Gucci Mane),"Selena Gomez, Gucci Mane",calm,0.305,0.61,0.708,123.038
pete davidson,Ariana Grande,sad,0.304,0.31,0.652,119.913
Speechless (Full),Naomi Scott,sad,0.23,0.489,0.474,124.844
Enemies (feat. DaBaby),"Post Malone, DaBaby",happy,0.667,0.674,0.542,76.388
Instruction (feat. Demi Lovato & Stefflon Don),"Jax Jones, Demi Lovato, Stefflon Don",happy,0.895,0.934,0.767,121.069
Tú Me Dejaste De Querer,"C. Tangana, Niño de Elche, La Húngara",energetic,0.488,0.747,0.812,168.025
Party Girl (Remix),"StaySolidRocky, Lil Uzi Vert",calm,0.591,0.375,0.752,129.995
All Girls Are The Same,Juice WRLD,calm,0.203,0.529,0.671,161.989
Familiar,"Liam Payne, J Balvin",happy,0.908,0.805,0.636,92.958
Dedicate,Lil Wayne,happy,0.724,0.662,0.879,117.975
On Time (with John Legend),"Metro Boomin, John Legend",calm,0.491,0.62,0.364,79.904
Shout Out to My Ex,Little Mix,happy,0.823,0.739,0.774,126.002
My Only Wish (This Year),Britney Spears,happy,0.702,0.843,0.669,147.08
Say My Name,"David Guetta, Bebe Rexha, J Balvin",happy,0.79,0.66,0.703,95.031
Leave Your Life,Ed Sheeran,calm,0.54,0.558,0.578,75.087
Savior,"Kendrick Lamar, Baby Keem, Sam Dew",happy,0.685,0.692,0.605,124.84
Anxiety - Intro,Juice WRLD,calm,0.58,0.528,0.307,174.795
From Florida With Love,Drake,calm,0.476,0.477,0.787,80.506
MATHEMATICAL DISRESPECT,Lil Mabu,calm,0.48,0.507,0.795,146.771
MODO TURBO,"Luísa Sonza, Pabllo Vittar, Anitta",happy,0.766,0.726,0.655,160.064
Radio Ga Ga - Live Aid,Queen,energetic,0.395,0.934,0.406,118.823
Saari Duniya Jalaa Denge,"Jaani, B Praak",calm,0.674,0.475,0.515,81.835
7 Summers,Morgan Wallen,energetic,0.588,0.775,0.625,101.961
Trigger,"Major Lazer, Khalid, Death Stranding: Timefall, Diplo",calm,0.378,0.585,0.57,97.285
Chasing Pavements,Adele,sad,0.325,0.47,0.616,80.03
Two High,Moon Taxi,energetic,0.475,0.765,0.65,107.015
Uh Huh,Julia Michaels,calm,0.528,0.672,0.764,137.948
out for the night,21 Savage,calm,0.408,0.695,0.841,173.368
"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",happy,0.835,0.723,0.904,145.013
mirrorball,Taylor Swift,sad,0.379,0.413,0.553,110.107
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","YG, 2 Chainz, Big Sean, Nicki Minaj",sad,0.112,0.346,0.745,203.911
Stargazing,"Kygo, Justin Jesso",calm,0.419,0.497,0.677,99.137
Unforgettable,Thomas Rhett,happy,0.828,0.745,0.66,130.074
Praise God,Kanye West,calm,0.212,0.545,0.798,118.029
Driving Home for Christmas,Chris Rea,happy,0.89,0.705,0.603,90.12
Mad Love,Mabel,happy,0.62,0.796,0.622,197.705
CHIAMAMI PER NOME,"Francesca Michielin, Fedez",calm,0.285,0.636,0.641,89.826
Don't Leave,"Snakehips, MØ",energetic,0.338,0.703,0.657,122.381
Princess Diana (with Nicki Minaj),"Ice Spice, Nicki Minaj",happy,0.742,0.676,0.898,147.991
Hype Boy,NewJeans,happy,0.783,0.935,0.593,99.976
LOOOVE (feat. Kid Cudi),"Travis Scott, Kid Cudi",energetic,0.108,0.739,0.678,110.967
Tak Tiki Tak,Harry Nach,calm,0.234,0.579,0.802,99.992
No soy Eterno,"Bizarrap, Milo j",calm,0.628,0.402,0.564,121.45
Hate The Other Side (with Marshmello & The Kid Laroi),"Juice WRLD, Marshmello, The Kid LAROI, Polo G",happy,0.647,0.65,0.701,90.003
Galway Girl,Ed Sheeran,happy,0.781,0.876,0.624,99.943
Merry Christmas,"Ed Sheeran, Elton John",happy,0.602,0.935,0.594,113.99
Miss You (with Major Lazer & Tory Lanez),"Cashmere Cat, Major Lazer, Tory Lanez",calm,0.438,0.646,0.753,100.0
This Is What You Came For,"Calvin Harris, Rihanna",energetic,0.465,0.927,0.631,123.962
Rasputin,"Majestic, Boney M.",happy,0.658,0.913,0.758,128.04
Celebrate (feat. Travis Scott & Post Malone),"DJ Khaled, Travis Scott, Post Malone",energetic,0.309,0.714,0.362,67.4
Star Treatment,Arctic Monkeys,happy,0.673,0.767,0.581,120.07
This Is America,Childish Gambino,calm,0.549,0.463,0.854,120.024
In My Feelings,Drake,sad,0.315,0.482,0.735,181.995
Sigue,"J Balvin, Ed Sheeran",calm,0.588,0.641,0.889,87.99
Don't Be Shy,"Tiësto, KAROL G",energetic,0.513,0.787,0.77,119.986
"Alone, Pt. II","Alan Walker, Ava Max",happy,0.608,0.668,0.67,88.033
Tally,BLACKPINK,calm,0.427,0.637,0.688,129.902
All I Want for Christmas Is You,Mariah Carey,calm,0.35,0.627,0.336,150.273
Awful Things,"Lil Peep, Lil Tracy",energetic,0.181,0.796,0.368,170.033
Photograph,J. Cole,sad,0.358,0.487,0.691,104.98
Yea Yea,Pop Smoke,calm,0.448,0.474,0.717,123.906
SKITZO (feat. Young Thug),"Travis Scott, Young Thug",calm,0.347,0.551,0.472,83.25
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",calm,0.737,0.537,0.903,115.013
Lover,Taylor Swift,calm,0.453,0.543,0.359,68.504
VALENTINO,24kGoldn,energetic,0.549,0.718,0.744,151.098
"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Imagine Dragons,calm,0.26,0.653,0.634,90.012
wherever u r (ft. V of BTS),"UMI, V",calm,0.484,0.434,0.642,104.846
Doin' Time,Lana Del Rey,calm,0.446,0.692,0.621,144.968
PRC,"Peso Pluma, Natanael Cano",happy,0.893,0.826,0.784,138.078
Miénteme,"TINI, Maria Becerra",calm,0.916,0.541,0.85,92.003
Anaranjado,"Jowell & Randy, J Balvin",calm,0.608,0.58,0.763,175.937
Lil Boo Thang,Paul Russell,happy,0.915,0.699,0.85,114.481
Dial Drunk,Noah Kahan,calm,0.646,0.595,0.693,112.02
Arose,Eminem,energetic,0.555,0.904,0.612,75.801
Shake It Off,Taylor Swift,happy,0.942,0.8,0.647,160.078
The Nights,Avicii,happy,0.654,0.835,0.527,125.983
Ball If I Want To,DaBaby,happy,0.628,0.669,0.902,139.949
Neymar,"Capital Bra, Ufo361",calm,0.542,0.66,0.749,123.96
Eastside (with Halsey & Khalid),"benny blanco, Halsey, Khalid",calm,0.319,0.68,0.56,89.391
Stay,"Zedd, Alessia Cara",calm,0.498,0.634,0.679,102.013
Hasta Que Salga el Sol,Ozuna,energetic,0.598,0.816,0.826,96.042
Bartier Cardi (feat. 21 Savage),"Cardi B, 21 Savage",calm,0.109,0.524,0.908,138.015
Tusa,"KAROL G, Nicki Minaj",happy,0.607,0.701,0.799,100.946
Cupido (feat. Quavo),"Sfera Ebbasta, Quavo",calm,0.458,0.695,0.803,119.978
Here With Me,d4vd,sad,0.288,0.469,0.574,132.023
PICK IT UP (feat. A$AP Rocky),"Famous Dex, A$AP Rocky",sad,0.287,0.467,0.921,135.995
Banana (feat. Shaggy) (DJ FLe Minisiren Remix),"Conkarah, Shaggy, DJ Fle",happy,0.896,0.854,0.824,95.114
Mona Lisa (feat. Kendrick Lamar),"Lil Wayne, Kendrick Lamar",calm,0.489,0.694,0.856,122.08
DARARI,TREASURE,calm,0.552,0.638,0.716,84.955
Wake Up Alone,"The Chainsmokers, Jhené Aiko",calm,0.23,0.52,0.643,75.168
Shotz Fired,Bonez MC,calm,0.58,0.594,0.839,76.007
Supercut,Lorde,sad,0.158,0.442,0.587,124.881
golden hour,JVKE,calm,0.143,0.594,0.511,94.473
rockstar (feat. 21 Savage),"Post Malone, 21 Savage",calm,0.129,0.52,0.585,159.801
THATS WHAT I WANT,Lil Nas X,energetic,0.546,0.846,0.737,87.981
Still With You,Jung Kook,sad,0.344,0.469,0.529,87.864
New Freezer (feat. Kendrick Lamar),"Rich The Kid, Kendrick Lamar",calm,0.575,0.698,0.884,140.068
Surrender,Natalie Taylor,sad,0.077,0.448,0.39,144.89
PAM,"Justin Quiles, Daddy Yankee, El Alfa",happy,0.776,0.863,0.889,112.953
Jamais Vu,BTS,sad,0.241,0.47,0.608,81.0
Life Goes On,Oliver Tree,calm,0.569,0.49,0.7,79.982
Normal,Eminem,happy,0.803,0.64,0.907,120.995
GANG GANG (with Lil Wayne),"Polo G, Lil Wayne",calm,0.551,0.563,0.752,145.05
Tinnitus (Wanna be a rock),TOMORROW X TOGETHER,happy,0.791,0.725,0.9,100.015
Pretty Boy (feat. Lil Yachty),"Joji, Lil Yachty",happy,0.638,0.776,0.656,156.049
Tá OK,"DENNIS, MC Kevin o Chris",energetic,0.586,0.96,0.863,130.118
So Good (& Metro Boomin),"Big Sean, Metro Boomin, Kash Doll",calm,0.566,0.404,0.619,90.008
N95,Kendrick Lamar,calm,0.408,0.67,0.79,139.956
Wow. - Remix,"Post Malone, Roddy Ricch, Tyga",calm,0.486,0.64,0.797,100.002
LA CANCIÓN,"J Balvin, Bad Bunny",calm,0.429,0.646,0.754,176.089
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),"Major Lazer, PARTYNEXTDOOR, Nicki Minaj",happy,0.674,0.743,0.803,108.005
P FKN R,"Bad Bunny, Kendo Kaponi, Arcángel",calm,0.528,0.635,0.82,101.024
I'm Not The Only One,Sam Smith,calm,0.501,0.496,0.453,80.994
NEW MAGIC WAND,"Tyler, The Creator",energetic,0.464,0.73,0.621,139.566
dangerous,"21 Savage, Lil Durk, Metro Boomin",energetic,0.575,0.835,0.755,151.953
VIBEZ,DaBaby,happy,0.777,0.652,0.768,154.187
STAYING ALIVE (feat. Drake & Lil Baby),"DJ Khaled, Drake, Lil Baby",sad,0.181,0.461,0.718,129.953
Plug Walk,Rich The Kid,calm,0.176,0.503,0.882,95.011
"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)","Lil Yachty, Tierra Whack, A$AP Rocky, Tyler, The Creator",happy,0.746,0.632,0.784,124.603
Por Primera Vez,"Camilo, Evaluna Montaner",calm,0.707,0.588,0.716,165.896
Mourning,Post Malone,calm,0.255,0.651,0.596,73.959
No Money,Galantis,happy,0.803,0.916,0.671,126.01
Green Light,Lorde,energetic,0.24,0.714,0.616,128.924
Sexo Virtual,Rauw Alejandro,energetic,0.425,0.739,0.704,179.879
Easy On Me,Adele,sad,0.13,0.366,0.604,141.981
Smells Like Teen Spirit,Nirvana,happy,0.691,0.918,0.489,116.731
The Astronaut,JIN,energetic,0.215,0.761,0.54,124.988
Bad Girls (feat. Gucci Mane),"Lil Skies, Gucci Mane",energetic,0.277,0.761,0.771,131.01
LA BABY,"Tainy, Daddy Yankee, Feid, Sech",happy,0.688,0.83,0.75,104.937
On The Road (feat. Meek Mill & Lil Baby),"Post Malone, Meek Mill, Lil Baby",energetic,0.21,0.737,0.442,112.93
HYAENA,Travis Scott,energetic,0.455,0.754,0.608,97.071
Sunset Lover,Petit Biscuit,sad,0.236,0.467,0.783,90.838
can't leave without it,21 Savage,calm,0.696,0.591,0.872,131.982
WA DA DA,Kep1er,happy,0.685,0.907,0.785,126.004
I Don't Care (with Justin Bieber),"Ed Sheeran & Justin Bieber, Justin Bieber",happy,0.843,0.676,0.798,101.956
When I Grow Up,NF,energetic,0.247,0.814,0.817,109.994
TO THE MOON,"JNR CHOI, Sam Tompkins",calm,0.387,0.648,0.744,144.036
Question...?,Taylor Swift,calm,0.106,0.502,0.751,108.943
Ovunque Sarai,Irama,sad,0.325,0.434,0.359,79.133
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,happy,0.74,0.601,0.801,159.969
Last Hurrah,Bebe Rexha,calm,0.401,0.618,0.514,84.259
Baile no Morro,"MC Tairon, Mc Vitin Da Igrejinha, Dj Win",calm,0.782,0.404,0.714,130.088
Nephew (feat. Lil Pump),"Smokepurpp, Lil Pump",calm,0.674,0.454,0.792,161.993
Startender (feat. Offset and Tyga),"A Boogie Wit da Hoodie, Tyga, Offset",calm,0.506,0.622,0.736,191.971
Ciao Ciao,La rappresentante di lista,happy,0.637,0.819,0.747,117.994
Call Casting,Migos,energetic,0.496,0.727,0.852,130.015
Favorito,Camilo,happy,0.822,0.853,0.606,178.043
BLAME IT ON BABY,DaBaby,happy,0.864,0.687,0.875,109.791
Praying,Kesha,sad,0.303,0.39,0.543,73.415
Christmas (Baby Please Come Home),Darlene Love,energetic,0.341,0.805,0.34,126.865
Fighting Demons,Juice WRLD,calm,0.235,0.67,0.707,163.099
Indica Badu,"Logic, Wiz Khalifa",happy,0.97,0.72,0.742,77.011
Please Don't Change (feat. DJ Snake),"Jung Kook, DJ Snake",happy,0.768,0.743,0.797,114.878
Tell Me Why (Taylor’s Version),Taylor Swift,energetic,0.541,0.909,0.578,100.023
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",calm,0.331,0.597,0.803,136.008
You Right,"Doja Cat, The Weeknd",calm,0.436,0.621,0.828,128.986
Juice,Lizzo,happy,0.843,0.889,0.767,119.93
Drankin N Smokin,"Future, Lil Uzi Vert",calm,0.387,0.658,0.752,151.951
Chanel (Go Get It) [feat. Gunna & Lil Baby],"Young Thug, Young Stoner Life, Gunna, Lil Baby",calm,0.462,0.5,0.938,140.011
Ricchi x Sempre,Sfera Ebbasta,energetic,0.133,0.734,0.599,211.842
Born To Be Yours,"Kygo, Imagine Dragons",calm,0.451,0.688,0.688,114.011
HaifischNikez Allstars,"LX, Maxwell, Bonez MC, Gzuz, Sa4",energetic,0.507,0.744,0.764,87.538
Versace on the Floor,Bruno Mars,calm,0.301,0.574,0.578,174.152
Genius (feat. Lil Tjay & Swae Lee),"Pop Smoke, Lil Tjay, Swae Lee",calm,0.396,0.667,0.723,143.044
BABY OTAKU,"Pablito Pesadilla, Polimá Westcoast, Nickoog Clk, Fran C",energetic,0.432,0.747,0.835,102.003
Bling-Bang-Bang-Born,Creepy Nuts,happy,0.746,0.822,0.853,157.013
Talk that Talk,TWICE,happy,0.768,0.905,0.774,119.964
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",calm,0.796,0.589,0.57,182.318
Pablo,"Rvssian, Sfera Ebbasta",calm,0.343,0.663,0.813,140.016
P power (feat. Drake),"Gunna, Drake",calm,0.202,0.591,0.828,119.251
Vuelve,"Daddy Yankee, Bad Bunny",calm,0.215,0.538,0.73,130.023
Bar,"TINI, L-Gante",happy,0.677,0.691,0.523,94.148
It's Beginning to Look a Lot like Christmas,Michael Bublé,sad,0.363,0.214,0.339,94.775
Rollin (feat. Future & Khalid),"Calvin Harris, Future, Khalid, Funk Wav",happy,0.657,0.76,0.753,91.953
Abracadabra (feat. Future),"Sfera Ebbasta, Future",happy,0.809,0.681,0.846,131.988
Turks (feat. Travis Scott),"NAV, Gunna, Travis Scott",calm,0.389,0.618,0.893,119.099
I'll Be Home,Meghan Trainor,sad,0.289,0.37,0.542,84.796
Let Me Love You,"DJ Snake, Justin Bieber",energetic,0.163,0.716,0.649,99.988
Santa Tell Me,Ariana Grande,calm,0.591,0.621,0.525,191.9
Somewhere Only We Know,Keane,calm,0.368,0.655,0.453,172.012
Let Me Hold You (Turn Me On),"Cheat Codes, Dante Klein",energetic,0.331,0.774,0.68,102.949
Fancy Like,Walker Hayes,happy,0.843,0.76,0.649,80.018
TOPIA TWINS (feat. Rob49 & 21 Savage),"Travis Scott, Rob49, 21 Savage",calm,0.332,0.567,0.715,160.098
Trampoline,SHAED,calm,0.537,0.412,0.689,126.754
Derdim Olsun,Reynmen,calm,0.388,0.581,0.629,123.982
He Like That,Fifth Harmony,calm,0.491,0.681,0.592,147.016
